CHAPTER,DIAGNOSIS_CODE,TITLE,SHORT_DESC,LONG_DESC
None,E8298,None,Oth rd veh acc-pers NEC,Other road vehicle accidents injuring other specified person
None,E8299,None,Oth rd veh acc-pers NOS,Other road vehicle accidents injuring unspecified person
None,E8300,None,Boat acc w submers-unpow,"Accident to watercraft causing submersion injuring occupant of small boat, unpowered"
None,E8301,None,Boat acc w submers-power,"Accident to watercraft causing submersion injuring occupant of small boat, powered"
None,E8302,None,Boat acc w submers-crew,Accident to watercraft causing submersion injuring occupant of other watercraft -- crew
None,E8303,None,Boat acc w submers-psgr,Accident to watercraft causing submersion injuring occupant of other watercraft -- other than crew
None,E8304,None,Boat submers-water skier,Accident to watercraft causing submersion injuring water skier
None,E8305,None,Boat submers-swimmer,Accident to watercraft causing submersion injuring swimmer
None,E8306,None,Boat submers-dockers,"Accident to watercraft causing submersion injuring dockers, stevedores"
None,E8307,None,Boat submers-military,"Accident to watercraft causing submersion, occupant of military watercraft, any type"
None,E8308,None,Boat submers-pers NEC,Accident to watercraft causing submersion injuring other specified person
None,E8309,None,Boat submers-pers NOS,Accident to watercraft causing submersion injuring unspecified person
None,E8310,None,Boat acc inj NEC-unpower,"Accident to watercraft causing other injury to occupant of small boat, unpowered"
None,E8311,None,Boat acc inj NEC-power,"Accident to watercraft causing other injury to occupant of small boat, powered"
None,E8312,None,Boat acc inj NEC-crew,Accident to watercraft causing other injury to occupant of other watercraft -- crew
None,E8313,None,Boat acc inj NEC-passeng,Accident to watercraft causing other injury to occupant of other watercraft -- other than crew
None,E8314,None,Boat acc inj NEC-skier,Accident to watercraft causing other injury to water skier
None,E8315,None,Boat acc inj NEC-swim,Accident to watercraft causing other injury to swimmer
None,E8316,None,Boat acc inj NEC-docker,"Accident to watercraft causing other injury to dockers, stevedores"
None,E8317,None,Boat acc inj NEC-militry,"Accident to watercraft causing other injury, occupant of military watercraft, any type"
None,E8318,None,Boat inj NEC-person NEC,Accident to watercraft causing other injury to other specified person
None,E8319,None,Boat inj NEC-person NOS,Accident to watercraft causing other injury to unspecified person
None,E8320,None,Submers NEC-unpow boat,"Other accidental submersion or drowning in water transport accident injuring occupant of small boat, unpowered"
None,E8321,None,Submers NEC-power boat,"Other accidental submersion or drowning in water transport accident injuring occupant of small boat, powered"
None,E8322,None,Submers NEC-crew,Other accidental submersion or drowning in water transport accident injuring occupant of other watercraft -- crew
None,E8323,None,Submers NEC-passenger,Other accidental submersion or drowning in water transport accident injuring occupant of other watercraft -- other than crew
None,E8324,None,Submers NEC-water skier,Other accidental submersion or drowning in water transport accident injuring water skier
None,E8325,None,Submers NEC-swimmer,Other accidental submersion or drowning in water transport accident injuring swimmer
None,E8326,None,Submers NEC-docker,"Other accidental submersion or drowning in water transport accident injuring dockers, stevedores"
None,E8327,None,Submersion NEC-military,"Other accidental submersion or drowning in water transport accident, occupant of military watercraft, any type"
None,E8328,None,Submers NEC-person NEC,Other accidental submersion or drowning in water transport accident injuring other specified person
None,E8329,None,Submers NEC-person NOS,Other accidental submersion or drowning in water transport accident injuring unspecified person
None,E8330,None,W/craft stair fall-unpow,"Fall on stairs or ladders in water transport injuring occupant of small boat, unpowered"
None,E8331,None,W/craft stair fall-power,"Fall on stairs or ladders in water transport injuring occupant of small boat, powered"
None,E8332,None,Wtrcraft stair fall-crew,Fall on stairs or ladders in water transport injuring occupant of other watercraft -- crew
None,E8333,None,Wtrcraft stair fall-psgr,Fall on stairs or ladders in water transport injuring occupant of other watercraft -- other than crew
None,E8334,None,W/craft stair fall-skier,Fall on stairs or ladders in water transport injuring water skier
None,E8335,None,W/craft stair fall-swim,Fall on stairs or ladders in water transport injuring swimmer
None,E8336,None,W/crf stair fall-docker,"Fall on stairs or ladders in water transport injuring dockers, stevedores"
None,E8337,None,W/crf stair fall-militry,"Fall on stairs or ladders in water transport, occupant of military watercraft, any type"
None,E8338,None,W/crf stair fall-per NEC,Fall on stairs or ladders in water transport injuring other specified person
None,E8339,None,W/crf stair fall-per NOS,Fall on stairs or ladders in water transport injuring unspecified person
None,E8340,None,W/craft fall NEC-unpow,"Other fall from one level to another in water transport injuring occupant of small boat, unpowered"
None,E8341,None,W/craft fall NEC-power,"Other fall from one level to another in water transport injuring occupant of small boat, powered"
None,E8342,None,Watercraft fall NEC-crew,Other fall from one level to another in water transport injuring occupant of other watercraft -- crew
None,E8343,None,Wtrcraft fall NEC-pasngr,Other fall from one level to another in water transport injuring occupant of other watercraft -- other than crew
None,E8344,None,W/craft fall NEC-skier,Other fall from one level to another in water transport injuring water skier
None,E8345,None,W/craft fall NEC-swim,Other fall from one level to another in water transport injuring swimmer
None,E8346,None,Wtrcraft fall NEC-docker,"Other fall from one level to another in water transport injuring dockers, stevedores"
None,E8347,None,W/crft fall NEC-military,"Other fall from one level to another in water transport, occupant of military watercraft, any type"
None,E8348,None,W/crft fall NEC-pers NEC,Other fall from one level to another in water transport injuring other specified person
None,E8349,None,W/crft fall NEC-pers NOS,Other fall from one level to another in water transport injuring unspecified person
None,E8350,None,W/craft fall NOS-unpow,"Other and unspecified fall in water transport injuring occupant of small boat, unpowered"
None,E8351,None,W/craft fall NOS-power,"Other and unspecified fall in water transport injuring occupant of small boat, powered"
None,E8352,None,Wtrcraft fall NOS-crew,Other and unspecified fall in water transport injuring occupant of other watercraft -- crew
None,E8353,None,Wtrcraft fall NOS-pasngr,Other and unspecified fall in water transport injuring occupant of other watercraft -- other than crew
None,E8354,None,W/craft fall NOS-skier,Other and unspecified fall in water transport injuring water skier
None,E8355,None,W/craft fall NOS-swim,Other and unspecified fall in water transport injuring swimmer
None,E8356,None,Wtrcraft fall NOS-docker,"Other and unspecified fall in water transport injuring dockers, stevedores"
None,E8357,None,W/crft fall NEC/NOS-mil,"Other and unspecified fall in water transport, occupant of military watercraft, any type"
None,E8358,None,W/crft fall NOS-pers NEC,Other and unspecified fall in water transport injuring other specified person
None,E8359,None,W/crft fall NOS-pers NOS,Other and unspecified fall in water transport injuring unspecified person
None,E8360,None,Machine acc-unpow boat,"Machinery accident in water transport injuring occupant of small boat, unpowered"
None,E8361,None,Mach acc-occ power boat,"Machinery accident in water transport injuring occupant of small boat, powered"
None,E8362,None,Machinery accident-crew,Machinery accident in water transport injuring occupant of other watercraft -- crew
None,E8363,None,Machinery acc-pasngr,Machinery accident in water transport injuring occupant of other watercraft -- other than crew
None,E8364,None,Machine accident-skier,Machinery accident in water transport injuring water skier
None,E8365,None,Machine accident-swim,Machinery accident in water transport injuring swimmer
None,E8366,None,Machinery acc-docker,"Machinery accident in water transport injuring dockers, stevedores"
None,E8367,None,W/crft machine-military,"Machinery accident in water transport, occupant of military watercraft, any type"
None,E8368,None,Machinery acc-pers NEC,Machinery accident in water transport injuring other specified person
None,E8369,None,Machinery acc-pers NOS,Machinery accident in water transport injuring unspecified person
None,E8370,None,Explosion-occ unpow boat,"Explosion, fire, or burning in watercraft injuring occupant of small boat, unpowered"
None,E8371,None,Explosion-occ power boat,"Explosion, fire, or burning in watercraft injuring occupant of small boat, powered"
None,E8372,None,Watercraft explos-crew,"Explosion, fire, or burning in watercraft injuring occupant of other watercraft -- crew"
None,E8373,None,Watercraft explos-pasngr,"Explosion, fire, or burning in watercraft injuring occupant of other watercraft -- other than crew"
None,E8374,None,Watercraft explos-skier,"Explosion, fire, or burning in watercraft injuring water skier"
None,E8375,None,Watercraft explos-swim,"Explosion, fire, or burning in watercraft injuring swimmer"
None,E8376,None,Watercraft explos-docker,"Explosion, fire, or burning in watercraft injuring dockers, stevedores"
None,E8377,None,W/crft explosn-military,"Explosion, fire, or burning in watercraft, occupant of military watercraft, any type"
None,E8378,None,Watercraft expl-pers NEC,"Explosion, fire, or burning in watercraft injuring other specified person"
None,E8379,None,Watercraft expl-pers NOS,"Explosion, fire, or burning in watercraft injuring unspecified person"
None,E8380,None,Watercraft acc NEC-unpow,"Other and unspecified water transport accident injuring occupant of small boat, unpowered"
